Val_L;Val_R;R;G;B;Hex;Acronym;Level 1;Level 2;Level 3;Level4;Level 5;Level 6;Level 7;Level 8;Level 9;Level 10
127;2127;132;234;129;#84EA81;BMA;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXsp Cortical subplate;BMA Basomedial amygdalar nucleus;;;;;
128;2128;132;234;129;#84EA81;BMAa;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXsp Cortical subplate;BMA Basomedial amygdalar nucleus;BMAa Basomedial amygdalar nucleus, anterior part;;;;
129;2129;132;234;129;#84EA81;BMAp;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXsp Cortical subplate;BMA Basomedial amygdalar nucleus;BMAp Basomedial amygdalar nucleus, posterior part;;;;
595;2595;151;236;147;#97EC93;PA;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXsp Cortical subplate;PA Posterior amygdalar nucleus;;;;;
190;2190;152;214;249;#98D6F9;CNU;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;;;;;;;
906;2906;152;214;249;#98D6F9;STR;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;;;;;;
907;2907;152;214;249;#98D6F9;STRd;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRd Striatum dorsal region;;;;;
215;2215;152;214;249;#98D6F9;CP;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRd Striatum dorsal region;CP Caudoputamen;;;;
908;2908;128;205;248;#80CDF8;STRv;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;;;;;
22;2022;128;205;248;#80CDF8;ACB;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;ACB Nucleus accumbens;;;;
339;2339;128;205;248;#80CDF8;FS;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;FS Fundus of striatum;;;;
584;2584;128;205;248;#80CDF8;OT;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;OT Olfactory tubercle;;;;
1207;3207;128;205;248;#80CDF8;isl;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;OT Olfactory tubercle;isl Islands of Calleja;;;
1208;3208;128;205;248;#80CDF8;islm;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;OT Olfactory tubercle;islm Major island of Calleja;;;
586;2586;128;205;248;#80CDF8;OT1-3;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;OT Olfactory tubercle;OT1-3 Olfactory tubercle, layers 1-3;;;
585;2585;128;205;248;#80CDF8;OT1;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;OT Olfactory tubercle;OT1 Olfactory tubercle, molecular layer;;;
587;2587;128;205;248;#80CDF8;OT2;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;OT Olfactory tubercle;OT2 Olfactory tubercle, pyramidal layer;;;
588;2588;128;205;248;#80CDF8;OT3;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;OT Olfactory tubercle;OT3 Olfactory tubercle, polymorph layer;;;
437;2437;128;205;248;#80CDF8;LSS;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;STRv Striatum ventral region;LSS Lateral strip of striatum;;;;
438;2438;144;203;237;#90CBED;LSX;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;LSX Lateral septal complex;;;;;
436;2436;144;203;237;#90CBED;LS;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;LSX Lateral septal complex;LS Lateral septal nucleus;;;;
439;2439;144;203;237;#90CBED;LSc;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;LSX Lateral septal complex;LS Lateral septal nucleus;LSc Lateral septal nucleus, caudal (caudodorsal) part;;;
440;2440;144;203;237;#90CBED;LSr;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;LSX Lateral septal complex;LS Lateral septal nucleus;LSr Lateral septal nucleus, rostral (rostroventral) part;;;
441;2441;144;203;237;#90CBED;LSv;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;LSX Lateral septal complex;LS Lateral septal nucleus;LSv Lateral septal nucleus, ventral part;;;
801;2801;144;203;237;#90CBED;SF;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;LSX Lateral septal complex;SF Septofimbrial nucleus;;;;
805;2805;144;203;237;#90CBED;SH;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;LSX Lateral septal complex;SH Septohippocampal nucleus;;;;
1277;3277;128;192;226;#80C0E2;sAMY;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;;;;;
3;2003;128;192;226;#80C0E2;AAA;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;AAA Anterior amygdalar area;;;;
121;2121;128;192;226;#80C0E2;BA;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;BA Bed nucleus of the accessory olfactory tract;;;;
171;2171;128;192;226;#80C0E2;CEA;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;CEA Central amygdalar nucleus;;;;
172;2172;128;192;226;#80C0E2;CEAc;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;CEA Central amygdalar nucleus;CEAc Central amygdalar nucleus, capsular part;;;
173;2173;128;192;226;#80C0E2;CEAl;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;CEA Central amygdalar nucleus;CEAl Central amygdalar nucleus, lateral part;;;
174;2174;128;192;226;#80C0E2;CEAm;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;CEA Central amygdalar nucleus;CEAm Central amygdalar nucleus, medial part;;;
360;2360;128;192;226;#80C0E2;IA;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;IA Intercalated amygdalar nucleus;;;;
461;2461;128;192;226;#80C0E2;MEA;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;MEA Medial amygdalar nucleus;;;;
462;2462;128;192;226;#80C0E2;MEAad;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;MEA Medial amygdalar nucleus;MEAad Medial amygdalar nucleus, anterodorsal part;;;
463;2463;128;192;226;#80C0E2;MEAav;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;MEA Medial amygdalar nucleus;MEAav Medial amygdalar nucleus, anteroventral part;;;
464;2464;128;192;226;#80C0E2;MEApd;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;MEA Medial amygdalar nucleus;MEApd Medial amygdalar nucleus, posterodorsal part;;;
465;2465;128;192;226;#80C0E2;MEApd-a;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;MEA Medial amygdalar nucleus;MEApd Medial amygdalar nucleus, posterodorsal part;MEApd-a Medial amygdalar nucleus, posterodorsal part, sublayer a;;
466;2466;128;192;226;#80C0E2;MEApd-b;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;MEA Medial amygdalar nucleus;MEApd Medial amygdalar nucleus, posterodorsal part;MEApd-b Medial amygdalar nucleus, posterodorsal part, sublayer b;;
467;2467;128;192;226;#80C0E2;MEApd-c;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;MEA Medial amygdalar nucleus;MEApd Medial amygdalar nucleus, posterodorsal part;MEApd-c Medial amygdalar nucleus, posterodorsal part, sublayer c;;
468;2468;128;192;226;#80C0E2;MEApv;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;STR Striatum;sAMY Striatum-like amygdalar nuclei;MEA Medial amygdalar nucleus;MEApv Medial amygdalar nucleus, posteroventral part;;;
602;2602;133;153;204;#8599CC;PAL;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;;;;;;
604;2604;133;153;204;#8599CC;PALd;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALd Pallidum, dorsal region;;;;;
342;2342;133;153;204;#8599CC;GPe;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALd Pallidum, dorsal region;GPe Globus pallidus, external segment;;;;
343;2343;133;153;204;#8599CC;GPi;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALd Pallidum, dorsal region;GPi Globus pallidus, internal segment;;;;
606;2606;162;177;216;#A2B1D8;PALv;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALv Pallidum, ventral region;;;;;
806;2806;162;177;216;#A2B1D8;SI;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALv Pallidum, ventral region;SI Substantia innominata;;;;
445;2445;162;177;216;#A2B1D8;MA;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALv Pallidum, ventral region;MA Magnocellular nucleus;;;;
605;2605;150;167;211;#96A7D3;PALm;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALm Pallidum, medial region;;;;;
519;2519;150;167;211;#96A7D3;MSC;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALm Pallidum, medial region;MSC Medial septal complex;;;;
518;2518;150;167;211;#96A7D3;MS;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALm Pallidum, medial region;MSC Medial septal complex;MS Medial septal nucleus;;;
530;2530;150;167;211;#96A7D3;NDB;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALm Pallidum, medial region;MSC Medial septal complex;NDB Diagonal band nucleus;;;
942;2942;150;167;211;#96A7D3;TRS;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALm Pallidum, medial region;TRS Triangular nucleus of septum;;;;
603;2603;179;192;223;#B3C0DF;PALc;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;;;;;
131;2131;179;192;223;#B3C0DF;BST;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;;;;
132;2132;179;192;223;#B3C0DF;BSTa;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;;;
133;2133;179;192;223;#B3C0DF;BSTal;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTal Bed nuclei of the stria terminalis, anterior division, anterolateral area;;
134;2134;179;192;223;#B3C0DF;BSTam;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTam Bed nuclei of the stria terminalis, anterior division, anteromedial area;;
136;2136;179;192;223;#B3C0DF;BSTdm;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTdm Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus;;
137;2137;179;192;223;#B3C0DF;BSTfu;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTfu Bed nuclei of the stria terminalis, anterior division, fusiform nucleus;;
139;2139;179;192;223;#B3C0DF;BSTju;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTju Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus;;
140;2140;179;192;223;#B3C0DF;BSTmg;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTmg Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus;;
141;2141;179;192;223;#B3C0DF;BSTov;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTov Bed nuclei of the stria terminalis, anterior division, oval nucleus;;
144;2144;179;192;223;#B3C0DF;BSTrh;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTrh Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus;;
147;2147;179;192;223;#B3C0DF;BSTv;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTa Bed nuclei of the stria terminalis, anterior division;BSTv Bed nuclei of the stria terminalis, anterior division, ventral nucleus;;
142;2142;179;192;223;#B3C0DF;BSTp;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTp Bed nuclei of the stria terminalis, posterior division;;;
135;2135;179;192;223;#B3C0DF;BSTd;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTp Bed nuclei of the stria terminalis, posterior division;BSTd Bed nuclei of the stria terminalis, posterior division, dorsal nucleus;;
143;2143;179;192;223;#B3C0DF;BSTpr;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTp Bed nuclei of the stria terminalis, posterior division;BSTpr Bed nuclei of the stria terminalis, posterior division, principal nucleus;;
138;2138;179;192;223;#B3C0DF;BSTif;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTp Bed nuclei of the stria terminalis, posterior division;BSTif Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus;;
146;2146;179;192;223;#B3C0DF;BSTtr;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTp Bed nuclei of the stria terminalis, posterior division;BSTtr Bed nuclei of the stria terminalis, posterior division, transverse nucleus;;
145;2145;179;192;223;#B3C0DF;BSTse;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BST Bed nuclei of the stria terminalis;BSTp Bed nuclei of the stria terminalis, posterior division;BSTse Bed nuclei of the stria terminalis, posterior division, strial extension;;
122;2122;179;192;223;#B3C0DF;BAC;grey Basic cell groups and regions;CH Cerebrum;CNU Cerebral nuclei;PAL Pallidum;PALc Pallidum, caudal region;BAC Bed nucleus of the anterior commissure;;;;
130;2130;255;112;128;#FF7080;BS;grey Basic cell groups and regions;BS Brain stem;;;;;;;;
363;2363;255;112;128;#FF7080;IB;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;;;;;;;
932;2932;255;112;128;#FF7080;TH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;;;;;;
267;2267;255;128;132;#FF8084;DORsm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;;;;;
966;2966;255;128;132;#FF8084;VENT;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;;;;
964;2964;255;128;132;#FF8084;VAL;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;VAL Ventral anterior-lateral complex of the thalamus;;;
1094;3094;255;128;132;#FF8084;VM;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;VM Ventral medial nucleus of the thalamus;;;
1102;3102;255;128;132;#FF8084;VP;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;VP Ventral posterior complex of the thalamus;;;
1103;3103;255;128;132;#FF8084;VPL;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;VP Ventral posterior complex of the thalamus;VPL Ventral posterolateral nucleus of the thalamus;;
1104;3104;255;128;132;#FF8084;VPLpc;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;VP Ventral posterior complex of the thalamus;VPLpc Ventral posterolateral nucleus of the thalamus, parvicellular part;;
1105;3105;255;128;132;#FF8084;VPM;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;VP Ventral posterior complex of the thalamus;VPM Ventral posteromedial nucleus of the thalamus;;
1106;3106;255;128;132;#FF8084;VPMpc;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;VP Ventral posterior complex of the thalamus;VPMpc Ventral posteromedial nucleus of the thalamus, parvicellular part;;
737;2737;255;128;132;#FF8084;PoT;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;VENT Ventral group of the dorsal thalamus;PoT Posterior triangular thalamic nucleus;;;
822;2822;255;128;132;#FF8084;SPF;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;SPF Subparafascicular nucleus;;;;
823;2823;255;128;132;#FF8084;SPFm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;SPF Subparafascicular nucleus;SPFm Subparafascicular nucleus, magnocellular part;;;
824;2824;255;128;132;#FF8084;SPFp;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;SPF Subparafascicular nucleus;SPFp Subparafascicular nucleus, parvicellular part;;;
821;2821;255;128;132;#FF8084;SPA;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;SPA Subparafascicular area;;;;
673;2673;255;128;132;#FF8084;PP;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;PP Peripeduncular nucleus;;;;
340;2340;255;128;132;#FF8084;GENd;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;;;;
473;2473;255;128;132;#FF8084;MG;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;MG Medial geniculate complex;;;
474;2474;255;128;132;#FF8084;MGd;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;MG Medial geniculate complex;MGd Medial geniculate complex, dorsal part;;
476;2476;255;128;132;#FF8084;MGv;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;MG Medial geniculate complex;MGv Medial geniculate complex, ventral part;;
475;2475;255;128;132;#FF8084;MGm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;MG Medial geniculate complex;MGm Medial geniculate complex, medial part;;
416;2416;255;128;132;#FF8084;LGd;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;LGd Dorsal part of the lateral geniculate complex;;;
419;2419;255;128;132;#FF8084;LGd-sh;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;LGd Dorsal part of the lateral geniculate complex;LGd-sh Dorsal part of the lateral geniculate complex, shell;;
417;2417;255;128;132;#FF8084;LGd-co;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;LGd Dorsal part of the lateral geniculate complex;LGd-co Dorsal part of the lateral geniculate complex, core;;
418;2418;255;128;132;#FF8084;LGd-ip;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORsm Thalamus, sensory-motor cortex related;GENd Geniculate group, dorsal thalamus;LGd Dorsal part of the lateral geniculate complex;LGd-ip Dorsal part of the lateral geniculate complex, ipsilateral zone;;
266;2266;255;144;159;#FF909F;DORpm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;;;;;
411;2411;255;144;159;#FF909F;LAT;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;LAT Lateral group of the dorsal thalamus;;;;
431;2431;255;144;159;#FF909F;LP;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;LAT Lateral group of the dorsal thalamus;LP Lateral posterior nucleus of the thalamus;;;
666;2666;255;144;159;#FF909F;PO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;LAT Lateral group of the dorsal thalamus;PO Posterior complex of the thalamus;;;
667;2667;255;144;159;#FF909F;POL;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;LAT Lateral group of the dorsal thalamus;POL Posterior limiting nucleus of the thalamus;;;
804;2804;255;144;159;#FF909F;SGN;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;LAT Lateral group of the dorsal thalamus;SGN Suprageniculate nucleus;;;
321;2321;255;144;159;#FF909F;Eth;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;LAT Lateral group of the dorsal thalamus;Eth Ethmoid nucleus of the thalamus;;;
751;2751;255;144;159;#FF909F;REth;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;LAT Lateral group of the dorsal thalamus;REth Retroethmoid nucleus;;;
86;2086;255;144;159;#FF909F;ATN;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;;;;
116;2116;255;144;159;#FF909F;AV;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;AV Anteroventral nucleus of thalamus;;;
52;2052;255;144;159;#FF909F;AM;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;AM Anteromedial nucleus;;;
56;2056;255;144;159;#FF909F;AMd;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;AM Anteromedial nucleus;AMd Anteromedial nucleus, dorsal part;;
57;2057;255;144;159;#FF909F;AMv;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;AM Anteromedial nucleus;AMv Anteromedial nucleus, ventral part;;
25;2025;255;144;159;#FF909F;AD;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;AD Anterodorsal nucleus;;;
362;2362;255;144;159;#FF909F;IAM;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;IAM Interanteromedial nucleus of the thalamus;;;
361;2361;255;144;159;#FF909F;IAD;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;IAD Interanterodorsal nucleus of the thalamus;;;
414;2414;255;144;159;#FF909F;LD;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ATN Anterior group of the dorsal thalamus;LD Lateral dorsal nucleus of thalamus;;;
469;2469;255;144;159;#FF909F;MED;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MED Medial group of the dorsal thalamus;;;;
383;2383;255;144;159;#FF909F;IMD;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MED Medial group of the dorsal thalamus;IMD Intermediodorsal nucleus of the thalamus;;;
453;2453;255;144;159;#FF909F;MD;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MED Medial group of the dorsal thalamus;MD Mediodorsal nucleus of thalamus;;;
